run_id,schema_version,timestamp,git_sha,data_sha,target,feature_set_hash,params,seed,fold_scheme,dev_mae,mase,skill_vs_ruler,sentinel_ratio,coverage_low,coverage_mid,coverage_high,calendar_version,note
20260805T055503.528779_Revenues_LightGBM_L1,1,2026-08-05T05:55:03.528779+00:00,246f9bee035c,0b009fd031ad3fa0,Revenues,044fe44b7d2c,aedbdb005cd7,0,TRAIN-internal yearly folds 2019-2023,39962084.2214,0.778014,40.4111,1.1734,,,,4b480eae9c8f,"WS5 exog=cross, train window, n=1304"
20260805T055528.312299_Expenditure_LightGBM_L1,1,2026-08-05T05:55:28.312299+00:00,246f9bee035c,0b009fd031ad3fa0,Expenditure,a1eafd22cf0b,6ba4b4e7adc4,0,TRAIN-internal yearly folds 2019-2023,35497291.3540,0.759333,34.4706,1.1721,,,,4b480eae9c8f,"WS5 exog=spend, train window, n=1304"
20260805T055552.094357_Expenditure_LightGBM_L1,1,2026-08-05T05:55:52.094357+00:00,246f9bee035c,0b009fd031ad3fa0,Expenditure,044fe44b7d2c,8038a3dfef52,0,TRAIN-internal yearly folds 2019-2023,35239615.0524,0.753821,34.9463,1.1402,,,,4b480eae9c8f,"WS5 exog=cross, train window, n=1304"
20260805T055605.841668_State_budget_balance_HistGBDT_L1,1,2026-08-05T05:56:05.841668+00:00,246f9bee035c,0b009fd031ad3fa0,State budget balance,044fe44b7d2c,95100cc634f1,0,TRAIN-internal yearly folds 2019-2023,130265217.3519,1.059222,15.2049,2.8187,,,,4b480eae9c8f,"WS5 exog=cross, train window, n=1304"
20260805T055620.670576_State_budget_balance_HistGBDT_L1,1,2026-08-05T05:56:20.670576+00:00,246f9bee035c,0b009fd031ad3fa0,State budget balance,7d7f635b9ad5,e03dd0985422,0,TRAIN-internal yearly folds 2019-2023,131799346.7085,1.071696,14.2063,2.8894,,,,4b480eae9c8f,"WS5 exog=tax, train window, n=1304"
20260805T055704.000482_Revenues_LightGBM_L1,1,2026-08-05T05:57:04.000482+00:00,246f9bee035c,0b009fd031ad3fa0,Revenues,f287003af4cd,69e6efa89d55,0,TRAIN-internal yearly folds 2019-2023,40858156.6739,0.795460,39.0749,1.0430,,,,4b480eae9c8f,"WS5 exog=broad, train window, n=1304"
20260805T055733.958822_Expenditure_LightGBM_L1,1,2026-08-05T05:57:33.958822+00:00,246f9bee035c,0b009fd031ad3fa0,Expenditure,f287003af4cd,f402fc25e5bb,0,TRAIN-internal yearly folds 2019-2023,35718780.0443,0.764071,34.0617,1.1052,,,,4b480eae9c8f,"WS5 exog=broad, train window, n=1304"
20260805T055748.120233_State_budget_balance_HistGBDT_L1,1,2026-08-05T05:57:48.120233+00:00,246f9bee035c,0b009fd031ad3fa0,State budget balance,f287003af4cd,5333da2059d4,0,TRAIN-internal yearly folds 2019-2023,133422398.9229,1.084894,13.1497,3.2899,,,,4b480eae9c8f,"WS5 exog=broad, train window, n=1304"
20260805T055813.925085_State_budget_balance_HistGBDT_L1,1,2026-08-05T05:58:13.925085+00:00,246f9bee035c,0b009fd031ad3fa0,State budget balance,044fe44b7d2c,cedd200cc00f,0,"DEV confirmation, single 2024 fold",194104921.8438,1.578320,20.0072,7.0058,,,,4b480eae9c8f,"WS5 exog=cross, dev window, n=262"
20260805T055817.704652_State_budget_balance_HistGBDT_L1,1,2026-08-05T05:58:17.704652+00:00,246f9bee035c,0b009fd031ad3fa0,State budget balance,19c09d31e2e9,af7c2d137168,0,"DEV confirmation, single 2024 fold",194926463.6602,1.585000,19.6686,6.9263,,,,4b480eae9c8f,"WS5 exog=ws3base, dev window, n=262"
20260805T055824.955943_Revenues_LightGBM_L1,1,2026-08-05T05:58:24.955943+00:00,246f9bee035c,0b009fd031ad3fa0,Revenues,19c09d31e2e9,5beea75ce371,0,"DEV confirmation, single 2024 fold",52417152.3350,1.020500,40.6491,1.2255,,,,4b480eae9c8f,"WS5 exog=ws3base, dev window, n=262"
20260805T055831.628902_Expenditure_LightGBM_L1,1,2026-08-05T05:58:31.628902+00:00,246f9bee035c,0b009fd031ad3fa0,Expenditure,19c09d31e2e9,0d028eaee0bc,0,"DEV confirmation, single 2024 fold",51602950.5389,1.103854,29.4248,1.0882,,,,4b480eae9c8f,"WS5 exog=ws3base, dev window, n=262"
